Ticker,0
AADR,0.07333169857952426
AAPL,0.14382509216638195
ARKW,0.019705942375509045
BLCN,-0.14348104572522913
BLOK,0.09274402505292101
BNB-USD,0.12887533765340486
BTC-USD,0.19304374917088962
ETH-USD,0.15592143583361162
F,0.06234312122378616
FPX,0.05124803661296706
GM,0.015686391631979824
GOOGL,0.15300454455867674
IBM,0.19805943600066933
LINK-USD,-0.08692945949473152
MCD,0.09334268657871081
META,0.2393651327167341
PSI,0.11404930068526808
QTUM,0.18270660568340125
RGTI,0.10717477130422082
SBUX,-0.040307181287155935
SOL-USD,0.4642052431011725
STETH-USD,0.1571580650156328
T,0.11821836950859188
TGT,-0.13301016833396617
TRX-USD,0.3015357309329054
TSLA,0.09079129985331114
URA,0.2307382940264644
USDC-USD,-9.009354199451813e-06
USDT-USD,-7.151998929422199e-06
VZ,0.0008200434076730545
WBA,-0.25192979845607577
WMT,0.19894861078050496
XRP-USD,0.2420412203633744
XSD,0.11670334902152191
