Ticker,AADR,AAPL,ARKW,BLCN,BLOK,BNB-USD,BTC-USD,ETH-USD,F,FPX,GM,GOOGL,IBM,LINK-USD,MCD,META,PSI,QTUM,RGTI,SBUX,SOL-USD,STETH-USD,T,TGT,TRX-USD,TSLA,URA,USDC-USD,USDT-USD,VZ,WBA,WMT,XRP-USD,XSD
AADR,-0.12530555051117087,-0.16103639078204662,-0.15051310689864839,-0.36515577768809115,-0.07649428726363211,-0.10108584934114814,-0.036958471647760144,-0.005087200701842348,-0.16992323417022645,-0.18271701426078465,-0.22876552048136434,-0.1531128951838966,-0.3128084397067411,-0.22514029782173087,-0.7955034291570949,0.0007810586291596977,-0.06565602840863033,-0.05225631188000043,-0.014819740630365771,-0.36951655364237856,0.3182880545553243,-0.006645134143974024,-1.0079278856140712,-0.528864668121295,0.04828292363573017,-0.08069144134553846,0.041660068486993246,1254.7923200987004,-82.85967773521322,-1.8000785480716013,-0.7604402285234755,-0.7867268331087084,0.0744947633329354,-0.05963480321460196
AAPL,-0.2315297843689043,0.02753206966300739,-0.10506076972310274,-0.34517822669918263,-0.05486993826715453,-0.07475265604923093,-0.008285823793626856,0.019164028419403095,-0.1567589016646054,-0.15507409336352948,-0.22306909151009438,-0.023794041354136874,-0.26639900408635303,-0.21049376561134528,-0.47314211497402936,0.0928574498730699,-0.02816533979979227,-0.013181973450796497,-0.026485237769050374,-0.2723771934529211,0.3457705222822179,0.01706584373174075,-0.7133683925010362,-0.3840687729372243,0.062085250420909205,-0.01633252765605231,-0.018072076524297487,-668.4030094471153,-48.28736393045304,-0.975449500048409,-0.647131888440679,-0.3090120233870033,0.0770312608835734,-0.01893332288865604
ARKW,-0.09688735069463317,0.019058380067770164,-0.025994840795486557,-0.2304425978132859,0.03518282194997813,0.049208104485773715,0.12216377515534313,0.09967391905482234,-0.04820666222831489,-0.038852008096735946,-0.09671170999896817,0.04100811620322095,-0.16501437879863662,-0.138388597017303,-0.5776902226660267,0.15996759525738308,0.03447273341429449,0.07882450514551925,0.060767900829980216,-0.18314424133293647,0.4164864341610351,0.10039826627203449,-0.5123189344613368,-0.2799643679937044,0.19174074908670338,0.040127894184759635,0.1281087091460988,-1476.8951012197872,-16.984940052589476,-1.5731945467740096,-0.5358864943220378,-0.24097039799504338,0.17906902374828315,0.04297142105534536
BLCN,-0.14834303338333776,-0.057872088807571526,-0.06725560971254775,-0.22363468364555725,0.010487211720398473,0.02113909719439562,0.09915353818461957,0.0824530412309785,-0.10004508808496917,-0.09730213979255672,-0.15688487919513358,-0.03702803548477862,-0.18380620973092526,-0.15344894109613116,-0.756558123544823,0.1060742876698681,-0.0030615123956621026,0.029173121973937288,0.030677620127354838,-0.2596203386939636,0.4009785015436125,0.08299523858207827,-0.832924536565836,-0.3658950403174126,0.14804872414180298,-0.005939738357576177,0.08002890971529458,185.25216601787534,-26.69715396102777,-2.1742434830768342,-0.6206170168509576,-0.4079326977400406,0.15722884453801989,0.003756610785788067
BLOK,-0.09590661373702886,-0.003788871153693585,-0.03785526072743384,-0.22573785905775168,0.04284230967490697,0.06733910032309837,0.13908737011004615,0.11163334752356527,-0.0571954556154807,-0.05451076135272001,-0.10811895012679441,0.02406010124986327,-0.1310506185414425,-0.12726514615134352,-0.5832693372424509,0.1412423560743058,0.026951616731585026,0.06910616397820302,0.05450434177260929,-0.2105186960765834,0.42560959431745016,0.11246778906736402,-0.6140570894218077,-0.3093470177745635,0.22090417138550456,0.02668561056188533,0.12661907204741876,118.53741586991735,-14.408969622127264,-1.6978230064756068,-0.5232268716217323,-0.26630770518999874,0.1916776867031846,0.03397372211333155
BNB-USD,-0.15662948841502874,-0.05980290153625384,-0.059961290792122104,-0.2512172861842384,0.031207787722614504,0.1080300976610055,0.1595846255739935,0.13211499178733263,-0.10707003425699799,-0.12269644312231495,-0.17757001196298142,-0.06602532491299484,-0.3307950345686015,-0.10804990394728184,-0.7024040175549553,0.05839481767732718,-0.030840467812743327,0.015792819007730913,0.03377759888490328,-0.27114577259958084,0.4429239435001685,0.1329316897822387,-0.7869480877944909,-0.43849664403736144,0.2688655826070027,-0.004025476239262554,0.09223171193831747,57.88340150102635,-17.478597212032234,-2.221773563713252,-0.6039539967886076,-0.5457584847111463,0.21512460239420952,-0.013778375289553113
BTC-USD,-0.1566705222391255,-0.05750448079813453,-0.05117403164003745,-0.23737125671149917,0.03878764599207755,0.09541621405650874,0.16527521678994803,0.1302997460028717,-0.11237954879121473,-0.10527238583676102,-0.16439366982872752,-0.02454668766560117,-0.2987977951319345,-0.11049521350719269,-0.8267604100512774,0.08067386816735769,-0.017170659950604406,0.02849715227721769,0.038928357396311355,-0.28789407385330046,0.44082250586432703,0.13099942746687898,-0.7011623255145922,-0.3934894366764316,0.257577987126775,0.00918037397569911,0.08389978281915539,52.470138584315556,-13.628542931390703,-1.7670319782452049,-0.6212800184490421,-0.4079330634138,0.2124755227118565,-0.005583636861742708
ETH-USD,-0.0876769379559297,0.007067684752173425,-0.036541574403280236,-0.21694944032786223,0.048455936742874656,0.10506889360712589,0.1674220593401497,0.14016350385485818,-0.059443392583187565,-0.0666271109076548,-0.11321523504513384,0.024353823505136152,-0.12324199776173123,-0.10340527970124141,-0.6107849399128374,0.12343484516727642,0.021164665305006727,0.06951031081109033,0.05562974626294879,-0.22883833861002706,0.4472351142252126,0.14117165116385727,-0.7800546914217316,-0.32324015555608215,0.2680029911522986,0.029514948110326532,0.1375867045810545,42.27826493010282,-14.469584922654898,-1.8617556772873174,-0.4986333935514723,-0.2403020808511624,0.21961453767344924,0.031126327861486794
F,-0.15893465681448835,-0.07527693072200961,-0.090843841076592,-0.30586925503398443,-0.02679455178634585,-0.04053781782737928,0.018321079155888736,0.0341349220266379,0.004227786943519982,-0.13246516741992637,-0.06534354527749146,-0.07683329864603522,-0.2047324067664386,-0.18643675788250297,-0.45852398462755584,0.05116803575107631,-0.020257724690509515,-0.0003613695537826589,-0.0039606468022300445,-0.2541750262313405,0.3792821444478548,0.03265057371058484,-0.3172152248729921,-0.30824017243478824,0.0659508936127525,-0.014513696621803865,0.07205685747324189,-441.09410349280427,-38.470952561063996,-0.6216832080256438,-0.49856895687769953,-0.3360753721633756,0.10841064792543931,-0.0037597901001555772
FPX,-0.16063335229422745,-0.06249703781011459,-0.07039410233419396,-0.29203122213075294,-0.013014772912766065,-0.04506914208187715,0.03652332672116154,0.03804628831298976,-0.12137008280910727,-0.07679947199383932,-0.16744677168944053,-0.03658892048498799,-0.2211796434394807,-0.19473281898203748,-0.6640357433224929,0.10593519988613398,-0.003004131577184266,0.02315323982540446,0.02785970671574786,-0.26483884450199485,0.35700613293745015,0.03675197353308528,-0.9238375241305861,-0.37863767364811596,0.07438582744677921,-0.007323046439534242,0.08356689308698168,-1166.994931464991,-41.94861465661753,-2.4423203695737894,-0.6656152082540765,-0.3542810737048053,0.10024861160191931,0.005178170958395484
