Ticker,0
AAPL,0.136933539931841
ARKK,-0.11233752795878105
BNB-USD,1.0397046596962412
BTC-USD,0.3913574093424874
DIA,0.11234037301016353
EFA,0.08311890492296237
ETH-USD,0.5392006098840003
F,0.12134742829037748
GM,0.07875344351318914
GOOGL,0.21492061943110397
IWM,0.048670212397303736
LINK-USD,0.17999700979589806
MCD,0.11171031600578663
MSFT,0.20489138372557347
QQQ,0.1479037852085825
SBUX,-0.008683798514035779
SOL-USD,2.0093639461701915
SPY,0.14357256222582881
STETH-USD,0.5357561730739622
TGT,-0.0966292741646132
TRX-USD,0.7517084364031243
TSLA,0.09863085542720396
USDC-USD,-5.369363684781803e-06
USDT-USD,0.0001544671778024309
VOO,0.14439063538567587
VTI,0.12942440044866732
WMT,0.18073628616547222
XLF,0.16304582816350277
XLK,0.1751734769155595
XRP-USD,0.6695537367742324
